Rowid,Country,State lgd code,State,Year,Region-wise installation of electricity,"Energy value type ( potential, capacity, generation )",Types of energy sources,Nature of energy sources,"Types of usage (utility ,captive)",Type of energy sector,Values for renewable electricity
241,India,2,Himachal Pradesh,2016,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,1161.81
242,India,2,Himachal Pradesh,2016,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
243,India,2,Himachal Pradesh,2016,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,1921.77
244,India,2,Himachal Pradesh,2016,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0
245,India,2,Himachal Pradesh,2016,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
246,India,2,Himachal Pradesh,2016,,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
247,India,2,Himachal Pradesh,2016,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
248,India,2,Himachal Pradesh,2016,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
249,India,2,Himachal Pradesh,2017,NR,Capacity,SMALL HYDRO,,,,831.81
250,India,2,Himachal Pradesh,2017,NR,Capacity,SOLAR,,,,0.73
251,India,2,Himachal Pradesh,2017,NR,Potential,BIOMASS,RENEWABLE,,,142
252,India,2,Himachal Pradesh,2017,NR,Potential,SMALL HYDRO,RENEWABLE,,,2398
253,India,2,Himachal Pradesh,2017,NR,Potential,SOLAR,RENEWABLE,,,33840
254,India,2,Himachal Pradesh,2017,NR,Potential,WASTE,RENEWABLE,,,2
255,India,2,Himachal Pradesh,2017,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
256,India,2,Himachal Pradesh,2017,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,55.58
257,India,2,Himachal Pradesh,2017,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,42.887
258,India,2,Himachal Pradesh,2017,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
259,India,2,Himachal Pradesh,2017,,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,27896.32
260,India,2,Himachal Pradesh,2017,,Generation,HYDRO,NON-RENEWABLE,UTILITY,PRIVATE,7387.03
261,India,2,Himachal Pradesh,2017,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,1766.39
262,India,2,Himachal Pradesh,2017,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
263,India,2,Himachal Pradesh,2017,,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
264,India,2,Himachal Pradesh,2017,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,2015.58
265,India,2,Himachal Pradesh,2017,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0
266,India,2,Himachal Pradesh,2017,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
267,India,2,Himachal Pradesh,2017,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
268,India,2,Himachal Pradesh,2017,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
269,India,2,Himachal Pradesh,2018,NR,Capacity,SMALL HYDRO,,,,853.11
270,India,2,Himachal Pradesh,2018,NR,Capacity,SOLAR,,,,0.73
271,India,2,Himachal Pradesh,2018,NR,Potential,BIOMASS,RENEWABLE,,,142
272,India,2,Himachal Pradesh,2018,NR,Potential,SMALL HYDRO,RENEWABLE,,,3460
273,India,2,Himachal Pradesh,2018,NR,Potential,SOLAR,RENEWABLE,,,33840
274,India,2,Himachal Pradesh,2018,NR,Potential,WASTE,RENEWABLE,,,2
275,India,2,Himachal Pradesh,2018,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
276,India,2,Himachal Pradesh,2018,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,98.986
277,India,2,Himachal Pradesh,2018,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,38.021
278,India,2,Himachal Pradesh,2018,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
279,India,2,Himachal Pradesh,2018,,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,28649.68
280,India,2,Himachal Pradesh,2018,,Generation,HYDRO,NON-RENEWABLE,UTILITY,PRIVATE,7701.82
281,India,2,Himachal Pradesh,2018,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,2431.5
282,India,2,Himachal Pradesh,2018,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
283,India,2,Himachal Pradesh,2018,,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
284,India,2,Himachal Pradesh,2018,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,1903.05
285,India,2,Himachal Pradesh,2018,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0
286,India,2,Himachal Pradesh,2018,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
287,India,2,Himachal Pradesh,2018,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
288,India,2,Himachal Pradesh,2018,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
289,India,2,Himachal Pradesh,2019,NR,Capacity,SMALL HYDRO,,,,860.61
290,India,2,Himachal Pradesh,2019,NR,Capacity,SOLAR,,,,22.68
291,India,2,Himachal Pradesh,2019,NR,Potential,BIOMASS,RENEWABLE,,,142
292,India,2,Himachal Pradesh,2019,NR,Potential,SMALL HYDRO,RENEWABLE,,,2398
293,India,2,Himachal Pradesh,2019,NR,Potential,SOLAR,RENEWABLE,,,33840
294,India,2,Himachal Pradesh,2019,NR,Potential,WASTE,RENEWABLE,,,2
295,India,2,Himachal Pradesh,2019,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
296,India,2,Himachal Pradesh,2019,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,105.84
297,India,2,Himachal Pradesh,2019,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,20.263
298,India,2,Himachal Pradesh,2019,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
299,India,2,Himachal Pradesh,2019,,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,26337.86
300,India,2,Himachal Pradesh,2019,,Generation,HYDRO,NON-RENEWABLE,UTILITY,PRIVATE,6921.96
301,India,2,Himachal Pradesh,2019,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,2648.73
302,India,2,Himachal Pradesh,2019,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
303,India,2,Himachal Pradesh,2019,,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
304,India,2,Himachal Pradesh,2019,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,2287.928
305,India,2,Himachal Pradesh,2019,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0.866
306,India,2,Himachal Pradesh,2019,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
307,India,2,Himachal Pradesh,2019,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
308,India,2,Himachal Pradesh,2019,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
309,India,2,Himachal Pradesh,2020,NR,Capacity,COGENERATION-BAGASSE,,,,7.2
310,India,2,Himachal Pradesh,2020,NR,Capacity,SMALL HYDRO,,,,911.51
311,India,2,Himachal Pradesh,2020,NR,Capacity,SOLAR,,,,32.93
312,India,2,Himachal Pradesh,2020,NR,Potential,BIOMASS,RENEWABLE,,,142
313,India,2,Himachal Pradesh,2020,NR,Potential,SMALL HYDRO,RENEWABLE,,,3460
314,India,2,Himachal Pradesh,2020,NR,Potential,SOLAR,RENEWABLE,,,33840
315,India,2,Himachal Pradesh,2020,NR,Potential,WASTE,RENEWABLE,,,2
316,India,2,Himachal Pradesh,2020,NR,Potential,WIND,RENEWABLE,,,151
317,India,2,Himachal Pradesh,2020,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
318,India,2,Himachal Pradesh,2020,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,93.277
319,India,2,Himachal Pradesh,2020,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,32.642
320,India,2,Himachal Pradesh,2020,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,14.052
321,India,2,Himachal Pradesh,2020,,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,29931
322,India,2,Himachal Pradesh,2020,,Generation,HYDRO,NON-RENEWABLE,UTILITY,PRIVATE,7999.33
323,India,2,Himachal Pradesh,2020,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,2904.55
324,India,2,Himachal Pradesh,2020,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
325,India,2,Himachal Pradesh,2020,,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
326,India,2,Himachal Pradesh,2020,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,2155.58
327,India,2,Himachal Pradesh,2020,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,4.75
328,India,2,Himachal Pradesh,2020,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,11.658
329,India,2,Himachal Pradesh,2020,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
330,India,2,Himachal Pradesh,2020,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
331,India,3,Punjab,2011,NR,Capacity,COGENERATION-BAGASSE,,,,74.5
332,India,3,Punjab,2011,NR,Capacity,SMALL HYDRO,,,,154.5
333,India,3,Punjab,2011,NR,Capacity,SOLAR,,,,2.33
334,India,3,Punjab,2011,NR,Capacity,WASTE,,,,9.25
335,India,3,Punjab,2011,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,289.157
336,India,3,Punjab,2011,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,1591.86
337,India,3,Punjab,2011,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,18324.82
338,India,3,Punjab,2011,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,117.63
339,India,3,Punjab,2011,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
340,India,3,Punjab,2011,,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,888.75
341,India,3,Punjab,2011,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,4190.82
342,India,3,Punjab,2011,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
343,India,3,Punjab,2011,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,443.051
344,India,3,Punjab,2011,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,2.189
345,India,3,Punjab,2011,,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
346,India,3,Punjab,2011,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
347,India,3,Punjab,2011,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
348,India,3,Punjab,2012,NR,Capacity,COGENERATION-BAGASSE,,,,90.5
349,India,3,Punjab,2012,NR,Capacity,SMALL HYDRO,,,,154.5
350,India,3,Punjab,2012,NR,Capacity,SOLAR,,,,9.33
351,India,3,Punjab,2012,NR,Capacity,WASTE,,,,9.25
352,India,3,Punjab,2012,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,351.258
353,India,3,Punjab,2012,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,19068.43
354,India,3,Punjab,2012,,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,1153.17
355,India,3,Punjab,2012,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,4626.85
356,India,3,Punjab,2012,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,443.051
357,India,3,Punjab,2012,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,8.766
358,India,3,Punjab,2012,,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
359,India,3,Punjab,2012,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
360,India,3,Punjab,2013,NR,Capacity,COGENERATION-BAGASSE,,,,124.5
361,India,3,Punjab,2013,NR,Capacity,SMALL HYDRO,,,,154.5
362,India,3,Punjab,2013,NR,Capacity,SOLAR,,,,9.325
363,India,3,Punjab,2013,NR,Capacity,WASTE,,,,9.25
364,India,3,Punjab,2013,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,483.222
365,India,3,Punjab,2013,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,1153.31
366,India,3,Punjab,2013,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,0
367,India,3,Punjab,2013,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,18012.31
368,India,3,Punjab,2013,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,189.59
369,India,3,Punjab,2013,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
370,India,3,Punjab,2013,,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,1193.3
371,India,3,Punjab,2013,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,3925.85
372,India,3,Punjab,2013,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
373,India,3,Punjab,2013,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,443.051
374,India,3,Punjab,2013,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,8.761
375,India,3,Punjab,2013,,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
376,India,3,Punjab,2013,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,36.02
377,India,3,Punjab,2013,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
378,India,3,Punjab,2014,NR,Capacity,COGENERATION-BAGASSE,,,,140.5
379,India,3,Punjab,2014,NR,Capacity,SMALL HYDRO,,,,156.2
380,India,3,Punjab,2014,NR,Capacity,SOLAR,,,,16.85
381,India,3,Punjab,2014,NR,Capacity,WASTE,,,,9.25
382,India,3,Punjab,2014,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,545.323
383,India,3,Punjab,2014,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,1282.92
384,India,3,Punjab,2014,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,511.69
385,India,3,Punjab,2014,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,16306.28
386,India,3,Punjab,2014,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,393.17
387,India,3,Punjab,2014,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
388,India,3,Punjab,2014,,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,989.01
389,India,3,Punjab,2014,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,3913.52
390,India,3,Punjab,2014,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,13.66
391,India,3,Punjab,2014,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,447.926
392,India,3,Punjab,2014,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0
393,India,3,Punjab,2014,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,15.831
394,India,3,Punjab,2014,,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
395,India,3,Punjab,2014,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,34.04
396,India,3,Punjab,2014,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
397,India,3,Punjab,2015,NR,Capacity,COGENERATION-BAGASSE,,,,179
398,India,3,Punjab,2015,NR,Capacity,SMALL HYDRO,,,,157.4
399,India,3,Punjab,2015,NR,Capacity,SOLAR,,,,185.27
400,India,3,Punjab,2015,NR,Capacity,WASTE,,,,9.25
401,India,3,Punjab,2015,NR,Potential,BIOMASS,RENEWABLE,,,3172
402,India,3,Punjab,2015,NR,Potential,COGENERATION-BAGASSE,RENEWABLE,,,300
403,India,3,Punjab,2015,NR,Potential,SMALL HYDRO,RENEWABLE,,,441
404,India,3,Punjab,2015,NR,Potential,SOLAR,RENEWABLE,,,2810
405,India,3,Punjab,2015,NR,Potential,WASTE,RENEWABLE,,,45
406,India,3,Punjab,2015,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,545.323
407,India,3,Punjab,2015,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,1534.56
408,India,3,Punjab,2015,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,7250.01
409,India,3,Punjab,2015,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,11671.82
410,India,3,Punjab,2015,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,365.55
411,India,3,Punjab,2015,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
412,India,3,Punjab,2015,,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,853.21
413,India,3,Punjab,2015,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,4039.07
414,India,3,Punjab,2015,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,375.27
415,India,3,Punjab,2015,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,451.367
416,India,3,Punjab,2015,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0
417,India,3,Punjab,2015,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,174.07
418,India,3,Punjab,2015,,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
419,India,3,Punjab,2015,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
420,India,3,Punjab,2015,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
421,India,3,Punjab,2016,NR,Capacity,COGENERATION-BAGASSE,,,,179
422,India,3,Punjab,2016,NR,Capacity,SMALL HYDRO,,,,170.9
423,India,3,Punjab,2016,NR,Capacity,SOLAR,,,,405.063
424,India,3,Punjab,2016,NR,Capacity,WASTE,,,,9.25
425,India,3,Punjab,2016,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,603.543
426,India,3,Punjab,2016,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,1804.63
427,India,3,Punjab,2016,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,10999.5
428,India,3,Punjab,2016,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,8015.55
429,India,3,Punjab,2016,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,333.57
430,India,3,Punjab,2016,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
431,India,3,Punjab,2016,,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,852.38
432,India,3,Punjab,2016,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,4327.84
433,India,3,Punjab,2016,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,462.85
434,India,3,Punjab,2016,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,490.08
435,India,3,Punjab,2016,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0
436,India,3,Punjab,2016,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,380.573
437,India,3,Punjab,2016,,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
438,India,3,Punjab,2016,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
439,India,3,Punjab,2016,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
440,India,3,Punjab,2017,NR,Capacity,COGENERATION-BAGASSE,,,,179
441,India,3,Punjab,2017,NR,Capacity,SMALL HYDRO,,,,170.9
442,India,3,Punjab,2017,NR,Capacity,SOLAR,,,,793.95
443,India,3,Punjab,2017,NR,Capacity,WASTE,,,,9.25
444,India,3,Punjab,2017,NR,Potential,BIOMASS,RENEWABLE,,,3172
445,India,3,Punjab,2017,NR,Potential,COGENERATION-BAGASSE,RENEWABLE,,,300
446,India,3,Punjab,2017,NR,Potential,SMALL HYDRO,RENEWABLE,,,441
447,India,3,Punjab,2017,NR,Potential,SOLAR,RENEWABLE,,,2810
448,India,3,Punjab,2017,NR,Potential,WASTE,RENEWABLE,,,45
449,India,3,Punjab,2017,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,742.309
450,India,3,Punjab,2017,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,2057.556
451,India,3,Punjab,2017,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,16744.51
452,India,3,Punjab,2017,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,6211.33
453,India,3,Punjab,2017,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,404.92
454,India,3,Punjab,2017,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
455,India,3,Punjab,2017,,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,847.12
456,India,3,Punjab,2017,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,3063.46
457,India,3,Punjab,2017,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,430.941
458,India,3,Punjab,2017,,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
459,India,3,Punjab,2017,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,497.987
460,India,3,Punjab,2017,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0.65
461,India,3,Punjab,2017,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,909.2
462,India,3,Punjab,2017,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
463,India,3,Punjab,2017,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
464,India,3,Punjab,2018,NR,Capacity,COGENERATION-BAGASSE,,,,194
465,India,3,Punjab,2018,NR,Capacity,SMALL HYDRO,,,,173.55
466,India,3,Punjab,2018,NR,Capacity,SOLAR,,,,905.62
467,India,3,Punjab,2018,NR,Capacity,WASTE,,,,9.25
468,India,3,Punjab,2018,NR,Potential,BIOMASS,RENEWABLE,,,3178
469,India,3,Punjab,2018,NR,Potential,COGENERATION-BAGASSE,RENEWABLE,,,160
470,India,3,Punjab,2018,NR,Potential,SMALL HYDRO,RENEWABLE,,,578
471,India,3,Punjab,2018,NR,Potential,SOLAR,RENEWABLE,,,2810
472,India,3,Punjab,2018,NR,Potential,WASTE,RENEWABLE,,,45
473,India,3,Punjab,2018,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,694.18
474,India,3,Punjab,2018,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,2146.471
475,India,3,Punjab,2018,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,19207.86
476,India,3,Punjab,2018,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,5520.19
477,India,3,Punjab,2018,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,383.453
478,India,3,Punjab,2018,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
479,India,3,Punjab,2018,,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,1002.31
480,India,3,Punjab,2018,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,3721.99
481,India,3,Punjab,2018,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,439.273
482,India,3,Punjab,2018,,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
483,India,3,Punjab,2018,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,217.62
484,India,3,Punjab,2018,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,1.06
485,India,3,Punjab,2018,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,1432.07
486,India,3,Punjab,2018,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
487,India,3,Punjab,2018,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
488,India,3,Punjab,2019,NR,Capacity,COGENERATION-BAGASSE,,,,194
489,India,3,Punjab,2019,NR,Capacity,SMALL HYDRO,,,,173.55
490,India,3,Punjab,2019,NR,Capacity,SOLAR,,,,905.62
491,India,3,Punjab,2019,NR,Capacity,WASTE,,,,9.25
492,India,3,Punjab,2019,NR,Potential,BIOMASS,RENEWABLE,,,3172
493,India,3,Punjab,2019,NR,Potential,COGENERATION-BAGASSE,RENEWABLE,,,300
494,India,3,Punjab,2019,NR,Potential,SMALL HYDRO,RENEWABLE,,,441
495,India,3,Punjab,2019,NR,Potential,SOLAR,RENEWABLE,,,2810
496,India,3,Punjab,2019,NR,Potential,WASTE,RENEWABLE,,,45
497,India,3,Punjab,2019,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,601.08
498,India,3,Punjab,2019,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,1944.59
499,India,3,Punjab,2019,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,22209.12
500,India,3,Punjab,2019,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,4155.14
501,India,3,Punjab,2019,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,94.937
502,India,3,Punjab,2019,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
503,India,3,Punjab,2019,,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,1208.97
504,India,3,Punjab,2019,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,3126.43
505,India,3,Punjab,2019,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,535.688
506,India,3,Punjab,2019,,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
507,India,3,Punjab,2019,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,351.222
508,India,3,Punjab,2019,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,5.703
509,India,3,Punjab,2019,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,1492.902
510,India,3,Punjab,2019,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
511,India,3,Punjab,2019,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
512,India,3,Punjab,2020,NR,Capacity,COGENERATION-BAGASSE,,,,317.1
513,India,3,Punjab,2020,NR,Capacity,SMALL HYDRO,,,,173.55
514,India,3,Punjab,2020,NR,Capacity,SOLAR,,,,947.1
515,India,3,Punjab,2020,NR,Capacity,WASTE,,,,10.75
516,India,3,Punjab,2020,NR,Potential,BIOMASS,RENEWABLE,,,3172
