Rowid,Country,State lgd code,State,Year,Name of the coal field,Type of coal,Depth of the reserve,Type of reserve,Coal reserved quantity
1026,India,20,Jharkhand,2014,AURANGA,NON-COKING,0-300,PROVED,352.05
1027,India,20,Jharkhand,2014,AURANGA,NON-COKING,300-600,INDICATED,867.01
1028,India,20,Jharkhand,2014,AURANGA,NON-COKING,300-600,INFERRED,423.07
1029,India,20,Jharkhand,2014,AURANGA,NON-COKING,600-1200,INDICATED,33.42
1030,India,20,Jharkhand,2014,AURANGA,NON-COKING,600-1200,INFERRED,37.27
1031,India,20,Jharkhand,2014,DALTONGANJ,NON-COKING,0-300,INDICATED,60.1
1032,India,20,Jharkhand,2014,DALTONGANJ,NON-COKING,0-300,PROVED,83.86
1033,India,20,Jharkhand,2014,DEOGARH,NON-COKING,0-300,INDICATED,73.6
1034,India,20,Jharkhand,2014,DEOGARH,NON-COKING,0-300,PROVED,326.24
1035,India,20,Jharkhand,2014,EAST BOKARO,MEDIUM COKING,0-300,INDICATED,1258.81
1036,India,20,Jharkhand,2014,EAST BOKARO,MEDIUM COKING,0-300,INFERRED,18.71
1037,India,20,Jharkhand,2014,EAST BOKARO,MEDIUM COKING,0-300,PROVED,2618.33
1038,India,20,Jharkhand,2014,EAST BOKARO,MEDIUM COKING,300-600,INDICATED,1188.33
1039,India,20,Jharkhand,2014,EAST BOKARO,MEDIUM COKING,300-600,INFERRED,58.53
1040,India,20,Jharkhand,2014,EAST BOKARO,MEDIUM COKING,300-600,PROVED,407.44
1041,India,20,Jharkhand,2014,EAST BOKARO,MEDIUM COKING,600-1200,INDICATED,1394.07
1042,India,20,Jharkhand,2014,EAST BOKARO,MEDIUM COKING,600-1200,INFERRED,786.08
1043,India,20,Jharkhand,2014,EAST BOKARO,MEDIUM COKING,600-1200,PROVED,255.93
1044,India,20,Jharkhand,2014,EAST BOKARO,NON-COKING,0-300,INDICATED,56.81
1045,India,20,Jharkhand,2014,EAST BOKARO,NON-COKING,0-300,PROVED,95.17
1046,India,20,Jharkhand,2014,EAST BOKARO,NON-COKING,300-600,INDICATED,5.69
1047,India,20,Jharkhand,2014,EAST BOKARO,NON-COKING,300-600,PROVED,8.9
1048,India,20,Jharkhand,2014,HUTAR,NON-COKING,0-300,INDICATED,14.22
1049,India,20,Jharkhand,2014,HUTAR,NON-COKING,0-300,INFERRED,32.48
1050,India,20,Jharkhand,2014,HUTAR,NON-COKING,0-300,PROVED,190.79
1051,India,20,Jharkhand,2014,HUTAR,NON-COKING,300-600,INDICATED,12.33
1052,India,20,Jharkhand,2014,JHARIA,MEDIUM COKING,0-600,INDICATED,2.82
1053,India,20,Jharkhand,2014,JHARIA,MEDIUM COKING,0-600,PROVED,4064.18
1054,India,20,Jharkhand,2014,JHARIA,MEDIUM COKING,600-1200,INDICATED,1800.7
1055,India,20,Jharkhand,2014,JHARIA,MEDIUM COKING,600-1200,PROVED,296.3
1056,India,20,Jharkhand,2014,JHARIA,NON-COKING,0-600,INDICATED,444.86
1057,India,20,Jharkhand,2014,JHARIA,NON-COKING,0-600,PROVED,5657.14
1058,India,20,Jharkhand,2014,JHARIA,NON-COKING,600-1200,INDICATED,1355
1059,India,20,Jharkhand,2014,JHARIA,NON-COKING,600-1200,PROVED,496
1060,India,20,Jharkhand,2014,JHARIA,PRIME COKING,0-600,INDICATED,4.01
1061,India,20,Jharkhand,2014,JHARIA,PRIME COKING,0-600,PROVED,4039.41
1062,India,20,Jharkhand,2014,JHARIA,PRIME COKING,600-1200,INDICATED,694.7
1063,India,20,Jharkhand,2014,JHARIA,PRIME COKING,600-1200,PROVED,574.94
1064,India,20,Jharkhand,2014,NORTH KARANPURA,MEDIUM COKING,0-300,INDICATED,1163.22
1065,India,20,Jharkhand,2014,NORTH KARANPURA,MEDIUM COKING,0-300,PROVED,485.08
1066,India,20,Jharkhand,2014,NORTH KARANPURA,MEDIUM COKING,300-600,INDICATED,1635.92
1067,India,20,Jharkhand,2014,NORTH KARANPURA,MEDIUM COKING,300-600,INFERRED,413.43
1068,India,20,Jharkhand,2014,NORTH KARANPURA,MEDIUM COKING,300-600,PROVED,23.59
1069,India,20,Jharkhand,2014,NORTH KARANPURA,NON-COKING,0-300,INDICATED,2463.07
1070,India,20,Jharkhand,2014,NORTH KARANPURA,NON-COKING,0-300,INFERRED,722.03
1071,India,20,Jharkhand,2014,NORTH KARANPURA,NON-COKING,0-300,PROVED,8388.03
1072,India,20,Jharkhand,2014,NORTH KARANPURA,NON-COKING,300-600,INDICATED,1626.64
1073,India,20,Jharkhand,2014,NORTH KARANPURA,NON-COKING,300-600,INFERRED,729.5
1074,India,20,Jharkhand,2014,NORTH KARANPURA,NON-COKING,300-600,PROVED,602.72
1075,India,20,Jharkhand,2014,NORTH KARANPURA,NON-COKING,600-1200,INDICATED,25.76
1076,India,20,Jharkhand,2014,RAJMAHAL,NON-COKING,0-300,INDICATED,7531.73
1077,India,20,Jharkhand,2014,RAJMAHAL,NON-COKING,0-300,INFERRED,534.77
1078,India,20,Jharkhand,2014,RAJMAHAL,NON-COKING,0-300,PROVED,2978.84
1079,India,20,Jharkhand,2014,RAJMAHAL,NON-COKING,300-600,INDICATED,3656.87
1080,India,20,Jharkhand,2014,RAJMAHAL,NON-COKING,300-600,INFERRED,1151.95
1081,India,20,Jharkhand,2014,RAJMAHAL,NON-COKING,300-600,PROVED,232.34
1082,India,20,Jharkhand,2014,RAJMAHAL,NON-COKING,600-1200,INDICATED,30.46
1083,India,20,Jharkhand,2014,RAJMAHAL,NON-COKING,600-1200,INFERRED,5.1
1084,India,20,Jharkhand,2014,RAMGARH,MEDIUM COKING,0-300,INDICATED,37.55
1085,India,20,Jharkhand,2014,RAMGARH,MEDIUM COKING,0-300,PROVED,531.52
1086,India,20,Jharkhand,2014,RAMGARH,NON-COKING,0-300,INDICATED,26.2
1087,India,20,Jharkhand,2014,RAMGARH,NON-COKING,0-300,INFERRED,4.6
1088,India,20,Jharkhand,2014,RAMGARH,NON-COKING,0-300,PROVED,7.13
1089,India,20,Jharkhand,2014,RAMGARH,SEMI-COKING,0-300,INDICATED,95.33
1090,India,20,Jharkhand,2014,RAMGARH,SEMI-COKING,0-300,INFERRED,0.55
1091,India,20,Jharkhand,2014,RAMGARH,SEMI-COKING,0-300,PROVED,171.94
1092,India,20,Jharkhand,2014,RAMGARH,SEMI-COKING,300-600,INDICATED,336.22
1093,India,20,Jharkhand,2014,RAMGARH,SEMI-COKING,300-600,INFERRED,52.9
1094,India,20,Jharkhand,2014,RANIGANJ,MEDIUM COKING,0-300,INDICATED,8.87
1095,India,20,Jharkhand,2014,RANIGANJ,MEDIUM COKING,0-300,PROVED,220
1096,India,20,Jharkhand,2014,RANIGANJ,MEDIUM COKING,300-600,INDICATED,8.3
1097,India,20,Jharkhand,2014,RANIGANJ,MEDIUM COKING,300-600,PROVED,49.23
1098,India,20,Jharkhand,2014,RANIGANJ,NON-COKING,0-300,INDICATED,89.32
1099,India,20,Jharkhand,2014,RANIGANJ,NON-COKING,0-300,INFERRED,29.55
1100,India,20,Jharkhand,2014,RANIGANJ,NON-COKING,0-300,PROVED,1111.53
1101,India,20,Jharkhand,2014,RANIGANJ,NON-COKING,300-600,INDICATED,320.07
1102,India,20,Jharkhand,2014,RANIGANJ,NON-COKING,300-600,INFERRED,2
1103,India,20,Jharkhand,2014,RANIGANJ,NON-COKING,300-600,PROVED,106.03
1104,India,20,Jharkhand,2014,RANIGANJ,SEMI-COKING,0-300,PROVED,51.4
1105,India,20,Jharkhand,2014,RANIGANJ,SEMI-COKING,300-600,INDICATED,40
1106,India,20,Jharkhand,2014,SOUTH KARANPURA,MEDIUM COKING,300-600,INDICATED,248.04
1107,India,20,Jharkhand,2014,SOUTH KARANPURA,MEDIUM COKING,300-600,INFERRED,32.83
1108,India,20,Jharkhand,2014,SOUTH KARANPURA,MEDIUM COKING,600-1200,INDICATED,265.36
1109,India,20,Jharkhand,2014,SOUTH KARANPURA,MEDIUM COKING,600-1200,INFERRED,263.4
1110,India,20,Jharkhand,2014,SOUTH KARANPURA,NON-COKING,0-300,INDICATED,514.3
1111,India,20,Jharkhand,2014,SOUTH KARANPURA,NON-COKING,0-300,INFERRED,287.45
1112,India,20,Jharkhand,2014,SOUTH KARANPURA,NON-COKING,0-300,PROVED,2815.12
1113,India,20,Jharkhand,2014,SOUTH KARANPURA,NON-COKING,300-600,INDICATED,705.27
1114,India,20,Jharkhand,2014,SOUTH KARANPURA,NON-COKING,300-600,INFERRED,644.03
1115,India,20,Jharkhand,2014,SOUTH KARANPURA,NON-COKING,300-600,PROVED,412.72
1116,India,20,Jharkhand,2014,SOUTH KARANPURA,NON-COKING,600-1200,INDICATED,134.69
1117,India,20,Jharkhand,2014,SOUTH KARANPURA,NON-COKING,600-1200,INFERRED,252.51
1118,India,20,Jharkhand,2014,SOUTH KARANPURA,NON-COKING,600-1200,PROVED,2.25
1119,India,20,Jharkhand,2014,WEST BOKARO,MEDIUM COKING,0-300,INDICATED,1116.32
1120,India,20,Jharkhand,2014,WEST BOKARO,MEDIUM COKING,0-300,INFERRED,28.66
1121,India,20,Jharkhand,2014,WEST BOKARO,MEDIUM COKING,0-300,PROVED,2987.57
1122,India,20,Jharkhand,2014,WEST BOKARO,MEDIUM COKING,300-600,INDICATED,178.36
1123,India,20,Jharkhand,2014,WEST BOKARO,MEDIUM COKING,300-600,INFERRED,5
1124,India,20,Jharkhand,2014,WEST BOKARO,MEDIUM COKING,300-600,PROVED,458.94
1125,India,20,Jharkhand,2014,WEST BOKARO,NON-COKING,0-300,INDICATED,9.37
1126,India,20,Jharkhand,2014,WEST BOKARO,NON-COKING,0-300,PROVED,268.57
1127,India,20,Jharkhand,2014,WEST BOKARO,NON-COKING,300-600,INDICATED,4.66
1128,India,20,Jharkhand,2014,WEST BOKARO,NON-COKING,300-600,PROVED,5.81
1129,India,20,Jharkhand,2015,AURANGA,NON-COKING,0-300,INDICATED,1241.22
1130,India,20,Jharkhand,2015,AURANGA,NON-COKING,0-300,INFERRED,43.07
1131,India,20,Jharkhand,2015,AURANGA,NON-COKING,0-300,PROVED,352.05
1132,India,20,Jharkhand,2015,AURANGA,NON-COKING,300-600,INDICATED,867.01
1133,India,20,Jharkhand,2015,AURANGA,NON-COKING,300-600,INFERRED,423.07
1134,India,20,Jharkhand,2015,AURANGA,NON-COKING,600-1200,INDICATED,33.42
1135,India,20,Jharkhand,2015,AURANGA,NON-COKING,600-1200,INFERRED,37.27
1136,India,20,Jharkhand,2015,DALTONGANJ,NON-COKING,0-300,INDICATED,60.1
1137,India,20,Jharkhand,2015,DALTONGANJ,NON-COKING,0-300,PROVED,83.86
1138,India,20,Jharkhand,2015,DEOGARH,NON-COKING,0-300,INDICATED,73.6
1139,India,20,Jharkhand,2015,DEOGARH,NON-COKING,0-300,PROVED,326.24
1140,India,20,Jharkhand,2015,EAST BOKARO,MEDIUM COKING,0-300,INDICATED,1258.81
1141,India,20,Jharkhand,2015,EAST BOKARO,MEDIUM COKING,0-300,INFERRED,18.71
1142,India,20,Jharkhand,2015,EAST BOKARO,MEDIUM COKING,0-300,PROVED,2618.33
1143,India,20,Jharkhand,2015,EAST BOKARO,MEDIUM COKING,300-600,INDICATED,1188.33
1144,India,20,Jharkhand,2015,EAST BOKARO,MEDIUM COKING,300-600,INFERRED,58.53
1145,India,20,Jharkhand,2015,EAST BOKARO,MEDIUM COKING,300-600,PROVED,407.44
1146,India,20,Jharkhand,2015,EAST BOKARO,MEDIUM COKING,600-1200,INDICATED,1394.07
1147,India,20,Jharkhand,2015,EAST BOKARO,MEDIUM COKING,600-1200,INFERRED,786.08
1148,India,20,Jharkhand,2015,EAST BOKARO,MEDIUM COKING,600-1200,PROVED,255.93
1149,India,20,Jharkhand,2015,EAST BOKARO,NON-COKING,0-300,INDICATED,56.81
1150,India,20,Jharkhand,2015,EAST BOKARO,NON-COKING,0-300,PROVED,95.17
1151,India,20,Jharkhand,2015,EAST BOKARO,NON-COKING,300-600,INDICATED,5.69
1152,India,20,Jharkhand,2015,EAST BOKARO,NON-COKING,300-600,PROVED,8.9
1153,India,20,Jharkhand,2015,HUTAR,NON-COKING,0-300,INDICATED,14.22
1154,India,20,Jharkhand,2015,HUTAR,NON-COKING,0-300,INFERRED,32.48
1155,India,20,Jharkhand,2015,HUTAR,NON-COKING,0-300,PROVED,190.79
1156,India,20,Jharkhand,2015,HUTAR,NON-COKING,300-600,INDICATED,12.33
1157,India,20,Jharkhand,2015,JHARIA,MEDIUM COKING,0-600,INDICATED,2.82
1158,India,20,Jharkhand,2015,JHARIA,MEDIUM COKING,0-600,PROVED,4064.18
1159,India,20,Jharkhand,2015,JHARIA,MEDIUM COKING,600-1200,INDICATED,1800.7
1160,India,20,Jharkhand,2015,JHARIA,MEDIUM COKING,600-1200,PROVED,296.3
1161,India,20,Jharkhand,2015,JHARIA,NON-COKING,0-600,INDICATED,444.86
1162,India,20,Jharkhand,2015,JHARIA,NON-COKING,0-600,PROVED,5657.14
1163,India,20,Jharkhand,2015,JHARIA,NON-COKING,600-1200,INDICATED,1355
1164,India,20,Jharkhand,2015,JHARIA,NON-COKING,600-1200,PROVED,496
1165,India,20,Jharkhand,2015,JHARIA,PRIME COKING,0-600,INDICATED,4.01
1166,India,20,Jharkhand,2015,JHARIA,PRIME COKING,0-600,PROVED,4039.41
1167,India,20,Jharkhand,2015,JHARIA,PRIME COKING,600-1200,INDICATED,694.7
1168,India,20,Jharkhand,2015,JHARIA,PRIME COKING,600-1200,PROVED,574.94
1169,India,20,Jharkhand,2015,NORTH KARANPURA,MEDIUM COKING,0-300,INDICATED,1163.22
1170,India,20,Jharkhand,2015,NORTH KARANPURA,MEDIUM COKING,0-300,PROVED,485.08
1171,India,20,Jharkhand,2015,NORTH KARANPURA,MEDIUM COKING,300-600,INDICATED,1635.92
1172,India,20,Jharkhand,2015,NORTH KARANPURA,MEDIUM COKING,300-600,INFERRED,413.43
1173,India,20,Jharkhand,2015,NORTH KARANPURA,MEDIUM COKING,300-600,PROVED,23.59
1174,India,20,Jharkhand,2015,NORTH KARANPURA,NON-COKING,0-300,INDICATED,2463.07
1175,India,20,Jharkhand,2015,NORTH KARANPURA,NON-COKING,0-300,INFERRED,722.03
1176,India,20,Jharkhand,2015,NORTH KARANPURA,NON-COKING,0-300,PROVED,8388.03
1177,India,20,Jharkhand,2015,NORTH KARANPURA,NON-COKING,300-600,INDICATED,1626.64
1178,India,20,Jharkhand,2015,NORTH KARANPURA,NON-COKING,300-600,INFERRED,729.5
1179,India,20,Jharkhand,2015,NORTH KARANPURA,NON-COKING,300-600,PROVED,602.72
1180,India,20,Jharkhand,2015,NORTH KARANPURA,NON-COKING,600-1200,INDICATED,25.76
1181,India,20,Jharkhand,2015,RAJMAHAL,NON-COKING,0-300,INDICATED,7531.73
1182,India,20,Jharkhand,2015,RAJMAHAL,NON-COKING,0-300,INFERRED,534.77
1183,India,20,Jharkhand,2015,RAJMAHAL,NON-COKING,0-300,PROVED,2978.84
1184,India,20,Jharkhand,2015,RAJMAHAL,NON-COKING,300-600,INDICATED,3656.87
1185,India,20,Jharkhand,2015,RAJMAHAL,NON-COKING,300-600,INFERRED,1151.95
1186,India,20,Jharkhand,2015,RAJMAHAL,NON-COKING,300-600,PROVED,232.34
1187,India,20,Jharkhand,2015,RAJMAHAL,NON-COKING,600-1200,INDICATED,30.46
1188,India,20,Jharkhand,2015,RAJMAHAL,NON-COKING,600-1200,INFERRED,5.1
1189,India,20,Jharkhand,2015,RAMGARH,MEDIUM COKING,0-300,INDICATED,37.55
1190,India,20,Jharkhand,2015,RAMGARH,MEDIUM COKING,0-300,PROVED,562.69
1191,India,20,Jharkhand,2015,RAMGARH,MEDIUM COKING,300-600,INDICATED,246.78
1192,India,20,Jharkhand,2015,RAMGARH,MEDIUM COKING,300-600,PROVED,14.35
1193,India,20,Jharkhand,2015,RAMGARH,NON-COKING,0-300,INDICATED,26.2
1194,India,20,Jharkhand,2015,RAMGARH,NON-COKING,0-300,INFERRED,4.6
1195,India,20,Jharkhand,2015,RAMGARH,NON-COKING,0-300,PROVED,7.13
1196,India,20,Jharkhand,2015,RAMGARH,SEMI-COKING,0-300,INDICATED,95.33
1197,India,20,Jharkhand,2015,RAMGARH,SEMI-COKING,0-300,INFERRED,0.55
1198,India,20,Jharkhand,2015,RAMGARH,SEMI-COKING,0-300,PROVED,171.94
1199,India,20,Jharkhand,2015,RAMGARH,SEMI-COKING,300-600,INDICATED,336.22
1200,India,20,Jharkhand,2015,RAMGARH,SEMI-COKING,300-600,INFERRED,52.9
1201,India,20,Jharkhand,2015,RANIGANJ,MEDIUM COKING,0-300,INDICATED,8.87
1202,India,20,Jharkhand,2015,RANIGANJ,MEDIUM COKING,0-300,PROVED,220
1203,India,20,Jharkhand,2015,RANIGANJ,MEDIUM COKING,300-600,INDICATED,8.3
1204,India,20,Jharkhand,2015,RANIGANJ,MEDIUM COKING,300-600,PROVED,49.23
1205,India,20,Jharkhand,2015,RANIGANJ,NON-COKING,0-300,INDICATED,89.32
1206,India,20,Jharkhand,2015,RANIGANJ,NON-COKING,0-300,INFERRED,29.55
1207,India,20,Jharkhand,2015,RANIGANJ,NON-COKING,0-300,PROVED,1111.53
1208,India,20,Jharkhand,2015,RANIGANJ,NON-COKING,300-600,INDICATED,320.07
1209,India,20,Jharkhand,2015,RANIGANJ,NON-COKING,300-600,INFERRED,2
1210,India,20,Jharkhand,2015,RANIGANJ,NON-COKING,300-600,PROVED,106.03
1211,India,20,Jharkhand,2015,RANIGANJ,SEMI-COKING,0-300,PROVED,51.4
1212,India,20,Jharkhand,2015,RANIGANJ,SEMI-COKING,300-600,INDICATED,40
1213,India,20,Jharkhand,2015,SOUTH KARANPURA,MEDIUM COKING,300-600,INDICATED,248.04
1214,India,20,Jharkhand,2015,SOUTH KARANPURA,MEDIUM COKING,300-600,INFERRED,32.83
1215,India,20,Jharkhand,2015,SOUTH KARANPURA,MEDIUM COKING,600-1200,INDICATED,265.36
1216,India,20,Jharkhand,2015,SOUTH KARANPURA,MEDIUM COKING,600-1200,INFERRED,263.4
1217,India,20,Jharkhand,2015,SOUTH KARANPURA,NON-COKING,0-300,INDICATED,514.3
1218,India,20,Jharkhand,2015,SOUTH KARANPURA,NON-COKING,0-300,INFERRED,287.45
1219,India,20,Jharkhand,2015,SOUTH KARANPURA,NON-COKING,0-300,PROVED,2815.12
1220,India,20,Jharkhand,2015,SOUTH KARANPURA,NON-COKING,300-600,INDICATED,705.27
1221,India,20,Jharkhand,2015,SOUTH KARANPURA,NON-COKING,300-600,INFERRED,644.03
1222,India,20,Jharkhand,2015,SOUTH KARANPURA,NON-COKING,300-600,PROVED,412.72
1223,India,20,Jharkhand,2015,SOUTH KARANPURA,NON-COKING,600-1200,INDICATED,134.69
1224,India,20,Jharkhand,2015,SOUTH KARANPURA,NON-COKING,600-1200,INFERRED,252.51
1225,India,20,Jharkhand,2015,SOUTH KARANPURA,NON-COKING,600-1200,PROVED,2.25
1226,India,20,Jharkhand,2015,WEST BOKARO,MEDIUM COKING,0-300,INDICATED,1116.32
1227,India,20,Jharkhand,2015,WEST BOKARO,MEDIUM COKING,0-300,INFERRED,28.66
1228,India,20,Jharkhand,2015,WEST BOKARO,MEDIUM COKING,0-300,PROVED,2990.73
1229,India,20,Jharkhand,2015,WEST BOKARO,MEDIUM COKING,300-600,INDICATED,178.36
1230,India,20,Jharkhand,2015,WEST BOKARO,MEDIUM COKING,300-600,INFERRED,5
1231,India,20,Jharkhand,2015,WEST BOKARO,MEDIUM COKING,300-600,PROVED,496.14
1232,India,20,Jharkhand,2015,WEST BOKARO,NON-COKING,0-300,INDICATED,9.37
1233,India,20,Jharkhand,2015,WEST BOKARO,NON-COKING,0-300,PROVED,268.57
1234,India,20,Jharkhand,2015,WEST BOKARO,NON-COKING,300-600,INDICATED,4.66
1235,India,20,Jharkhand,2015,WEST BOKARO,NON-COKING,300-600,PROVED,5.81
1236,India,20,Jharkhand,2016,AURANGA,NON-COKING,0-300,INDICATED,1241.22
1237,India,20,Jharkhand,2016,AURANGA,NON-COKING,0-300,INFERRED,43.07
1238,India,20,Jharkhand,2016,AURANGA,NON-COKING,0-300,PROVED,352.05
1239,India,20,Jharkhand,2016,AURANGA,NON-COKING,300-600,INDICATED,867.01
1240,India,20,Jharkhand,2016,AURANGA,NON-COKING,300-600,INFERRED,423.07
1241,India,20,Jharkhand,2016,AURANGA,NON-COKING,600-1200,INDICATED,33.42
1242,India,20,Jharkhand,2016,AURANGA,NON-COKING,600-1200,INFERRED,37.27
1243,India,20,Jharkhand,2016,DALTONGANJ,NON-COKING,0-300,INDICATED,60.1
1244,India,20,Jharkhand,2016,DALTONGANJ,NON-COKING,0-300,PROVED,83.86
1245,India,20,Jharkhand,2016,DEOGARH,NON-COKING,0-300,INDICATED,73.6
1246,India,20,Jharkhand,2016,DEOGARH,NON-COKING,0-300,PROVED,326.24
1247,India,20,Jharkhand,2016,EAST BOKARO,MEDIUM COKING,0-300,INDICATED,1258.81
1248,India,20,Jharkhand,2016,EAST BOKARO,MEDIUM COKING,0-300,INFERRED,18.71
1249,India,20,Jharkhand,2016,EAST BOKARO,MEDIUM COKING,0-300,PROVED,2618.33
1250,India,20,Jharkhand,2016,EAST BOKARO,MEDIUM COKING,300-600,INDICATED,1188.33
1251,India,20,Jharkhand,2016,EAST BOKARO,MEDIUM COKING,300-600,INFERRED,58.53
1252,India,20,Jharkhand,2016,EAST BOKARO,MEDIUM COKING,300-600,PROVED,407.44
1253,India,20,Jharkhand,2016,EAST BOKARO,MEDIUM COKING,600-1200,INDICATED,1394.07
1254,India,20,Jharkhand,2016,EAST BOKARO,MEDIUM COKING,600-1200,INFERRED,786.08
1255,India,20,Jharkhand,2016,EAST BOKARO,MEDIUM COKING,600-1200,PROVED,255.93
1256,India,20,Jharkhand,2016,EAST BOKARO,NON-COKING,0-300,INDICATED,56.81
1257,India,20,Jharkhand,2016,EAST BOKARO,NON-COKING,0-300,PROVED,95.17
1258,India,20,Jharkhand,2016,EAST BOKARO,NON-COKING,300-600,INDICATED,5.69
1259,India,20,Jharkhand,2016,EAST BOKARO,NON-COKING,300-600,PROVED,8.9
1260,India,20,Jharkhand,2016,HUTAR,NON-COKING,0-300,INDICATED,14.22
1261,India,20,Jharkhand,2016,HUTAR,NON-COKING,0-300,INFERRED,32.48
1262,India,20,Jharkhand,2016,HUTAR,NON-COKING,0-300,PROVED,190.79
1263,India,20,Jharkhand,2016,HUTAR,NON-COKING,300-600,INDICATED,12.33
1264,India,20,Jharkhand,2016,JHARIA,MEDIUM COKING,0-600,INDICATED,2.82
1265,India,20,Jharkhand,2016,JHARIA,MEDIUM COKING,0-600,PROVED,4064.18
1266,India,20,Jharkhand,2016,JHARIA,MEDIUM COKING,600-1200,INDICATED,1800.7
1267,India,20,Jharkhand,2016,JHARIA,MEDIUM COKING,600-1200,PROVED,296.3
1268,India,20,Jharkhand,2016,JHARIA,NON-COKING,0-600,INDICATED,444.86
1269,India,20,Jharkhand,2016,JHARIA,NON-COKING,0-600,PROVED,5657.14
1270,India,20,Jharkhand,2016,JHARIA,NON-COKING,600-1200,INDICATED,1355
1271,India,20,Jharkhand,2016,JHARIA,NON-COKING,600-1200,PROVED,496
1272,India,20,Jharkhand,2016,JHARIA,PRIME COKING,0-600,INDICATED,4.01
1273,India,20,Jharkhand,2016,JHARIA,PRIME COKING,0-600,PROVED,4039.41
1274,India,20,Jharkhand,2016,JHARIA,PRIME COKING,600-1200,INDICATED,694.7
1275,India,20,Jharkhand,2016,JHARIA,PRIME COKING,600-1200,PROVED,574.94
1276,India,20,Jharkhand,2016,NORTH KARANPURA,MEDIUM COKING,0-300,INDICATED,1163.22
1277,India,20,Jharkhand,2016,NORTH KARANPURA,MEDIUM COKING,0-300,PROVED,485.08
1278,India,20,Jharkhand,2016,NORTH KARANPURA,MEDIUM COKING,300-600,INDICATED,1635.92
1279,India,20,Jharkhand,2016,NORTH KARANPURA,MEDIUM COKING,300-600,INFERRED,413.43
1280,India,20,Jharkhand,2016,NORTH KARANPURA,MEDIUM COKING,300-600,PROVED,23.59
1281,India,20,Jharkhand,2016,NORTH KARANPURA,NON-COKING,0-300,INDICATED,2244.43
1282,India,20,Jharkhand,2016,NORTH KARANPURA,NON-COKING,0-300,INFERRED,722.03
1283,India,20,Jharkhand,2016,NORTH KARANPURA,NON-COKING,0-300,PROVED,8606.67
1284,India,20,Jharkhand,2016,NORTH KARANPURA,NON-COKING,300-600,INDICATED,1125.8
1285,India,20,Jharkhand,2016,NORTH KARANPURA,NON-COKING,300-600,INFERRED,729.5
1286,India,20,Jharkhand,2016,NORTH KARANPURA,NON-COKING,300-600,PROVED,1103.56
1287,India,20,Jharkhand,2016,NORTH KARANPURA,NON-COKING,600-1200,PROVED,90.74
1288,India,20,Jharkhand,2016,RAJMAHAL,NON-COKING,0-300,INDICATED,7531.73
1289,India,20,Jharkhand,2016,RAJMAHAL,NON-COKING,0-300,INFERRED,534.77
1290,India,20,Jharkhand,2016,RAJMAHAL,NON-COKING,0-300,PROVED,2978.84
1291,India,20,Jharkhand,2016,RAJMAHAL,NON-COKING,300-600,INDICATED,3656.87
1292,India,20,Jharkhand,2016,RAJMAHAL,NON-COKING,300-600,INFERRED,1151.95
1293,India,20,Jharkhand,2016,RAJMAHAL,NON-COKING,300-600,PROVED,232.34
1294,India,20,Jharkhand,2016,RAJMAHAL,NON-COKING,600-1200,INDICATED,30.46
1295,India,20,Jharkhand,2016,RAJMAHAL,NON-COKING,600-1200,INFERRED,5.1
1296,India,20,Jharkhand,2016,RAMGARH,MEDIUM COKING,0-300,INDICATED,37.55
1297,India,20,Jharkhand,2016,RAMGARH,MEDIUM COKING,0-300,PROVED,562.69
1298,India,20,Jharkhand,2016,RAMGARH,MEDIUM COKING,300-600,INDICATED,246.78
1299,India,20,Jharkhand,2016,RAMGARH,MEDIUM COKING,300-600,PROVED,14.35
1300,India,20,Jharkhand,2016,RAMGARH,NON-COKING,0-300,INDICATED,26.2
1301,India,20,Jharkhand,2016,RAMGARH,NON-COKING,0-300,INFERRED,4.6
1302,India,20,Jharkhand,2016,RAMGARH,NON-COKING,0-300,PROVED,7.13
1303,India,20,Jharkhand,2016,RAMGARH,SEMI-COKING,0-300,INDICATED,95.33
1304,India,20,Jharkhand,2016,RAMGARH,SEMI-COKING,0-300,INFERRED,0.55
1305,India,20,Jharkhand,2016,RAMGARH,SEMI-COKING,0-300,PROVED,171.94
1306,India,20,Jharkhand,2016,RAMGARH,SEMI-COKING,300-600,INDICATED,336.22
1307,India,20,Jharkhand,2016,RAMGARH,SEMI-COKING,300-600,INFERRED,52.9
1308,India,20,Jharkhand,2016,RANIGANJ,MEDIUM COKING,0-300,INDICATED,3.37
1309,India,20,Jharkhand,2016,RANIGANJ,MEDIUM COKING,0-300,PROVED,220
1310,India,20,Jharkhand,2016,RANIGANJ,MEDIUM COKING,300-600,INDICATED,8.3
1311,India,20,Jharkhand,2016,RANIGANJ,MEDIUM COKING,300-600,PROVED,49.23
1312,India,20,Jharkhand,2016,RANIGANJ,NON-COKING,0-300,INDICATED,89.32
1313,India,20,Jharkhand,2016,RANIGANJ,NON-COKING,0-300,INFERRED,29.55
1314,India,20,Jharkhand,2016,RANIGANJ,NON-COKING,0-300,PROVED,1111.53
1315,India,20,Jharkhand,2016,RANIGANJ,NON-COKING,300-600,INDICATED,320.07
1316,India,20,Jharkhand,2016,RANIGANJ,NON-COKING,300-600,INFERRED,2
1317,India,20,Jharkhand,2016,RANIGANJ,NON-COKING,300-600,PROVED,106.03
1318,India,20,Jharkhand,2016,RANIGANJ,SEMI-COKING,0-300,PROVED,51.4
