Rowid,Country,State lgd code,State,Year,Types of coal,Coal consuming sectors,Coal consumed
385,India,9,Uttar Pradesh,2014,RAW COAL,POWER (CAPTIVE),4.189
386,India,9,Uttar Pradesh,2014,RAW COAL,POWER (UTILITY),57.135
387,India,9,Uttar Pradesh,2014,RAW COAL,SPONGE IRON,0.1
388,India,9,Uttar Pradesh,2014,WASHED COAL,POWER (UTILITY),8.167
389,India,9,Uttar Pradesh,2015,MIDDLINGS,POWER (UTILITY),0.289
390,India,9,Uttar Pradesh,2015,RAW COAL,CEMENT,0.131
391,India,9,Uttar Pradesh,2015,RAW COAL,CHEMICAL,0.015
392,India,9,Uttar Pradesh,2015,RAW COAL,FERTILISERS,0.234
393,India,9,Uttar Pradesh,2015,RAW COAL,METALLURGICAL USE- COKERIES,0.131
394,India,9,Uttar Pradesh,2015,RAW COAL,OTHER,4.148
395,India,9,Uttar Pradesh,2015,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.257
396,India,9,Uttar Pradesh,2015,RAW COAL,POWER (CAPTIVE),4.567
397,India,9,Uttar Pradesh,2015,RAW COAL,POWER (UTILITY),59.423
398,India,9,Uttar Pradesh,2015,RAW COAL,SPONGE IRON,0.104
399,India,9,Uttar Pradesh,2015,WASHED COAL,POWER (UTILITY),8.028
400,India,9,Uttar Pradesh,2016,MIDDLINGS,POWER (UTILITY),0.231
401,India,9,Uttar Pradesh,2016,RAW COAL,CEMENT,0.21
402,India,9,Uttar Pradesh,2016,RAW COAL,CHEMICAL,0.008
403,India,9,Uttar Pradesh,2016,RAW COAL,FERTILISERS,0.239
404,India,9,Uttar Pradesh,2016,RAW COAL,METALLURGICAL USE- COKERIES,0.133
405,India,9,Uttar Pradesh,2016,RAW COAL,OTHER,4.878
406,India,9,Uttar Pradesh,2016,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.246
407,India,9,Uttar Pradesh,2016,RAW COAL,POWER (CAPTIVE),4.499
408,India,9,Uttar Pradesh,2016,RAW COAL,POWER (UTILITY),61.865
409,India,9,Uttar Pradesh,2016,RAW COAL,SPONGE IRON,0.094
410,India,9,Uttar Pradesh,2016,WASHED COAL,POWER (UTILITY),2.963
411,India,9,Uttar Pradesh,2017,MIDDLINGS,POWER (UTILITY),0.07
412,India,9,Uttar Pradesh,2017,RAW COAL,CEMENT,0.037
413,India,9,Uttar Pradesh,2017,RAW COAL,CHEMICAL,0.013
414,India,9,Uttar Pradesh,2017,RAW COAL,FERTILISERS,0.221
415,India,9,Uttar Pradesh,2017,RAW COAL,METALLURGICAL USE- COKERIES,0.226
416,India,9,Uttar Pradesh,2017,RAW COAL,OTHER,11.092
417,India,9,Uttar Pradesh,2017,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.32
418,India,9,Uttar Pradesh,2017,RAW COAL,POWER (CAPTIVE),4.238
419,India,9,Uttar Pradesh,2017,RAW COAL,POWER (UTILITY),69.345
420,India,9,Uttar Pradesh,2017,RAW COAL,PULP & PAPER,0.001
421,India,9,Uttar Pradesh,2017,RAW COAL,SPONGE IRON,0.053
422,India,9,Uttar Pradesh,2017,WASHED COAL,POWER (UTILITY),7.721
423,India,9,Uttar Pradesh,2018,MIDDLINGS,POWER (UTILITY),0.351
424,India,9,Uttar Pradesh,2018,RAW COAL,CEMENT,0.001
425,India,9,Uttar Pradesh,2018,RAW COAL,FERTILISERS,0.148
426,India,9,Uttar Pradesh,2018,RAW COAL,OTHER,6.096
427,India,9,Uttar Pradesh,2018,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.268
428,India,9,Uttar Pradesh,2018,RAW COAL,POWER (CAPTIVE),4.493
429,India,9,Uttar Pradesh,2018,RAW COAL,POWER (UTILITY),73.654
430,India,9,Uttar Pradesh,2018,RAW COAL,SPONGE IRON,0.107
431,India,9,Uttar Pradesh,2018,WASHED COAL,POWER (UTILITY),4.049
432,India,9,Uttar Pradesh,2019,MIDDLINGS,POWER (UTILITY),0.241
433,India,9,Uttar Pradesh,2019,RAW COAL,CEMENT,0.141
434,India,9,Uttar Pradesh,2019,RAW COAL,FERTILISERS,0.087
435,India,9,Uttar Pradesh,2019,RAW COAL,OTHER,2.228
436,India,9,Uttar Pradesh,2019,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.215
437,India,9,Uttar Pradesh,2019,RAW COAL,POWER (CAPTIVE),4.967
438,India,9,Uttar Pradesh,2019,RAW COAL,POWER (UTILITY),71.776
439,India,9,Uttar Pradesh,2019,RAW COAL,SPONGE IRON,0.239
440,India,9,Uttar Pradesh,2019,WASHED COAL,POWER (UTILITY),4.44
441,India,9,Uttar Pradesh,2020,MIDDLINGS,POWER (CAPTIVE),0.086
442,India,9,Uttar Pradesh,2020,RAW COAL,CEMENT,0.158
443,India,9,Uttar Pradesh,2020,RAW COAL,FERTILISERS,0.143
444,India,9,Uttar Pradesh,2020,RAW COAL,OTHER,6.519
445,India,9,Uttar Pradesh,2020,RAW COAL,POWER (CAPTIVE),79.342
446,India,9,Uttar Pradesh,2020,RAW COAL,SPONGE IRON,0.234
447,India,9,Uttar Pradesh,2020,WASHED COAL,POWER (CAPTIVE),3.523
448,India,10,Bihar,2011,RAW COAL,CEMENT,0.049
449,India,10,Bihar,2011,RAW COAL,CHEMICAL,0.013
450,India,10,Bihar,2011,RAW COAL,METALLURGICAL USE- COKERIES,0.035
451,India,10,Bihar,2011,RAW COAL,OTHER,1.702
452,India,10,Bihar,2011,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.002
453,India,10,Bihar,2011,RAW COAL,POWER (UTILITY),10.513
454,India,10,Bihar,2012,RAW COAL,CEMENT,0.004
455,India,10,Bihar,2012,RAW COAL,CHEMICAL,0.008
456,India,10,Bihar,2012,RAW COAL,OTHER,1
457,India,10,Bihar,2012,RAW COAL,POWER (UTILITY),10.126
458,India,10,Bihar,2013,RAW COAL,CHEMICAL,0.01
459,India,10,Bihar,2013,RAW COAL,OTHER,0.741
460,India,10,Bihar,2013,RAW COAL,POWER (UTILITY),8.651
461,India,10,Bihar,2013,RAW COAL,PULP & PAPER,0.003
462,India,10,Bihar,2014,RAW COAL,METALLURGICAL USE- COKERIES,0.011
463,India,10,Bihar,2014,RAW COAL,OTHER,0.665
464,India,10,Bihar,2014,RAW COAL,POWER (UTILITY),2.657
465,India,10,Bihar,2015,RAW COAL,CHEMICAL,0.009
466,India,10,Bihar,2015,RAW COAL,METALLURGICAL USE- COKERIES,0.014
467,India,10,Bihar,2015,RAW COAL,OTHER,0.661
468,India,10,Bihar,2015,RAW COAL,POWER (UTILITY),3.046
469,India,10,Bihar,2016,MIDDLINGS,BRICKS,0.001
470,India,10,Bihar,2016,MIDDLINGS,POWER (UTILITY),0.008
471,India,10,Bihar,2016,RAW COAL,CHEMICAL,0.006
472,India,10,Bihar,2016,RAW COAL,METALLURGICAL USE- COKERIES,0.018
473,India,10,Bihar,2016,RAW COAL,OTHER,0.617
474,India,10,Bihar,2016,RAW COAL,POWER (UTILITY),6.36
475,India,10,Bihar,2017,RAW COAL,CHEMICAL,0.007
476,India,10,Bihar,2017,RAW COAL,METALLURGICAL USE- COKERIES,0.041
477,India,10,Bihar,2017,RAW COAL,OTHER,0.524
478,India,10,Bihar,2017,RAW COAL,POWER (UTILITY),17.156
479,India,10,Bihar,2017,WASHED COAL,POWER (UTILITY),0.114
480,India,10,Bihar,2018,RAW COAL,METALLURGICAL USE- COKERIES,0.005
481,India,10,Bihar,2018,RAW COAL,OTHER,0.669
482,India,10,Bihar,2018,RAW COAL,POWER (UTILITY),17.889
483,India,10,Bihar,2018,WASHED COAL,POWER (UTILITY),0.28
484,India,10,Bihar,2019,MIDDLINGS,POWER (UTILITY),0.005
485,India,10,Bihar,2019,RAW COAL,OTHER,0.579
486,India,10,Bihar,2019,RAW COAL,POWER (UTILITY),18.337
487,India,10,Bihar,2019,WASHED COAL,POWER (UTILITY),0.112
488,India,10,Bihar,2020,RAW COAL,OTHER,0.641
489,India,10,Bihar,2020,RAW COAL,POWER (CAPTIVE),21.183
490,India,10,Bihar,2020,WASHED COAL,POWER (CAPTIVE),0.539
491,India,12,Arunachal Pradesh,2011,RAW COAL,OTHER,0.263
492,India,12,Arunachal Pradesh,2012,RAW COAL,OTHER,0.325
493,India,12,Arunachal Pradesh,2013,RAW COAL,OTHER,0.058
494,India,12,Arunachal Pradesh,2015,RAW COAL,OTHER,0.001
495,India,12,Arunachal Pradesh,2017,RAW COAL,OTHER,0.001
496,India,17,Meghalaya,2011,RAW COAL,CEMENT,0.04
497,India,17,Meghalaya,2011,RAW COAL,OTHER,6.982
498,India,17,Meghalaya,2012,RAW COAL,CEMENT,0.01
499,India,17,Meghalaya,2012,RAW COAL,OTHER,7.206
500,India,17,Meghalaya,2013,RAW COAL,OTHER,5.64
501,India,17,Meghalaya,2014,RAW COAL,OTHER,5.732
502,India,17,Meghalaya,2015,RAW COAL,OTHER,2.524
503,India,17,Meghalaya,2016,RAW COAL,OTHER,3.712
504,India,17,Meghalaya,2017,RAW COAL,CEMENT,0.011
505,India,17,Meghalaya,2017,RAW COAL,OTHER,2.31
506,India,17,Meghalaya,2018,RAW COAL,CEMENT,0.055
507,India,17,Meghalaya,2018,RAW COAL,OTHER,1.588
508,India,17,Meghalaya,2018,RAW COAL,POWER (CAPTIVE),0.018
509,India,17,Meghalaya,2019,RAW COAL,CEMENT,0.046
510,India,17,Meghalaya,2019,RAW COAL,OTHER,0.019
511,India,17,Meghalaya,2019,RAW COAL,POWER (CAPTIVE),0.022
512,India,17,Meghalaya,2020,RAW COAL,CEMENT,0.037
513,India,17,Meghalaya,2020,RAW COAL,OTHER,0.107
514,India,17,Meghalaya,2020,RAW COAL,POWER (CAPTIVE),0.011
515,India,18,Assam,2011,RAW COAL,CEMENT,0.029
516,India,18,Assam,2011,RAW COAL,OTHER,0.018
517,India,18,Assam,2011,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.097
518,India,18,Assam,2011,RAW COAL,PULP & PAPER,0.095
519,India,18,Assam,2012,RAW COAL,CEMENT,0.025
520,India,18,Assam,2012,RAW COAL,OTHER,0.093
521,India,18,Assam,2012,RAW COAL,PULP & PAPER,0.041
522,India,18,Assam,2013,RAW COAL,CEMENT,0.026
523,India,18,Assam,2013,RAW COAL,OTHER,0.069
524,India,18,Assam,2013,RAW COAL,PULP & PAPER,0.049
525,India,18,Assam,2014,RAW COAL,CEMENT,0.021
526,India,18,Assam,2014,RAW COAL,OTHER,0.056
527,India,18,Assam,2015,RAW COAL,CEMENT,0.018
528,India,18,Assam,2015,RAW COAL,OTHER,0.109
529,India,18,Assam,2015,RAW COAL,PULP & PAPER,0.003
530,India,18,Assam,2016,RAW COAL,CEMENT,0.022
531,India,18,Assam,2016,RAW COAL,OTHER,0.055
532,India,18,Assam,2016,RAW COAL,POWER (UTILITY),0.114
533,India,18,Assam,2016,RAW COAL,PULP & PAPER,0.037
534,India,18,Assam,2017,RAW COAL,CEMENT,0.019
535,India,18,Assam,2017,RAW COAL,OTHER,0.15
536,India,18,Assam,2017,RAW COAL,POWER (CAPTIVE),0.007
537,India,18,Assam,2017,RAW COAL,POWER (UTILITY),0.676
538,India,18,Assam,2017,RAW COAL,PULP & PAPER,0.072
539,India,18,Assam,2018,RAW COAL,CEMENT,0.027
540,India,18,Assam,2018,RAW COAL,OTHER,0.126
541,India,18,Assam,2018,RAW COAL,POWER (CAPTIVE),0.011
542,India,18,Assam,2018,RAW COAL,POWER (UTILITY),0.823
543,India,18,Assam,2018,WASHED COAL,POWER (UTILITY),0.029
544,India,18,Assam,2019,RAW COAL,CEMENT,0.032
545,India,18,Assam,2019,RAW COAL,OTHER,0.092
546,India,18,Assam,2019,RAW COAL,POWER (CAPTIVE),0.01
547,India,18,Assam,2019,RAW COAL,POWER (UTILITY),1.467
548,India,18,Assam,2019,WASHED COAL,POWER (UTILITY),0.007
549,India,18,Assam,2020,RAW COAL,CEMENT,0.037
550,India,18,Assam,2020,RAW COAL,OTHER,0.064
551,India,18,Assam,2020,RAW COAL,POWER (CAPTIVE),1.997
552,India,19,West Bengal,2011,MIDDLINGS,METALLURGICAL USE- COKERIES,0.214
553,India,19,West Bengal,2011,MIDDLINGS,POWER (CAPTIVE),0.462
554,India,19,West Bengal,2011,MIDDLINGS,POWER (UTILITY),0.385
555,India,19,West Bengal,2011,RAW COAL,CEMENT,0.006
556,India,19,West Bengal,2011,RAW COAL,CHEMICAL,0.037
557,India,19,West Bengal,2011,RAW COAL,COLLIERY OWN - CONSUMPTION,0.125
558,India,19,West Bengal,2011,RAW COAL,METALLURGICAL USE- COKERIES,0.024
559,India,19,West Bengal,2011,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.079
560,India,19,West Bengal,2011,RAW COAL,OTHER,1.816
561,India,19,West Bengal,2011,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.002
562,India,19,West Bengal,2011,RAW COAL,POWER (CAPTIVE),0.394
563,India,19,West Bengal,2011,RAW COAL,POWER (UTILITY),36.853
564,India,19,West Bengal,2011,RAW COAL,PULP & PAPER,0.072
565,India,19,West Bengal,2011,RAW COAL,SPONGE IRON,1.089
566,India,19,West Bengal,2011,RAW COAL,STEEL (BOILERS),0.437
567,India,19,West Bengal,2011,RAW COAL,TEXTILES & RAYONS,0.017
568,India,19,West Bengal,2011,WASHED COAL,METALLURGICAL USE- COKERIES,1.986
569,India,19,West Bengal,2012,MIDDLINGS,POWER (CAPTIVE),0.222
570,India,19,West Bengal,2012,MIDDLINGS,STEEL (BOILERS),0.176
571,India,19,West Bengal,2012,RAW COAL,CEMENT,0.018
572,India,19,West Bengal,2012,RAW COAL,CHEMICAL,0.011
573,India,19,West Bengal,2012,RAW COAL,COLLIERY OWN - CONSUMPTION,0.108
574,India,19,West Bengal,2012,RAW COAL,METALLURGICAL USE- COKERIES,0.089
575,India,19,West Bengal,2012,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.126
576,India,19,West Bengal,2012,RAW COAL,OTHER,4.261
577,India,19,West Bengal,2012,RAW COAL,POWER (CAPTIVE),0.362
578,India,19,West Bengal,2012,RAW COAL,POWER (UTILITY),39.942
579,India,19,West Bengal,2012,RAW COAL,PULP & PAPER,0.04
580,India,19,West Bengal,2012,RAW COAL,SPONGE IRON,0.48
581,India,19,West Bengal,2012,RAW COAL,TEXTILES & RAYONS,0.003
582,India,19,West Bengal,2012,WASHED COAL,METALLURGICAL USE- COKERIES,0.514
583,India,19,West Bengal,2012,WASHED COAL,POWER (UTILITY),1.966
584,India,19,West Bengal,2013,MIDDLINGS,POWER (CAPTIVE),0.651
585,India,19,West Bengal,2013,MIDDLINGS,POWER (UTILITY),0.345
586,India,19,West Bengal,2013,RAW COAL,BRICKS,0.042
587,India,19,West Bengal,2013,RAW COAL,CEMENT,0.006
588,India,19,West Bengal,2013,RAW COAL,CHEMICAL,0.014
589,India,19,West Bengal,2013,RAW COAL,COLLIERY OWN - CONSUMPTION,0.001
590,India,19,West Bengal,2013,RAW COAL,METALLURGICAL USE- COKERIES,0.328
591,India,19,West Bengal,2013,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.014
592,India,19,West Bengal,2013,RAW COAL,OTHER,3.427
593,India,19,West Bengal,2013,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.077
594,India,19,West Bengal,2013,RAW COAL,POWER (CAPTIVE),5.503
595,India,19,West Bengal,2013,RAW COAL,POWER (UTILITY),42.663
596,India,19,West Bengal,2013,RAW COAL,PULP & PAPER,0.085
597,India,19,West Bengal,2013,RAW COAL,SPONGE IRON,1.318
598,India,19,West Bengal,2013,RAW COAL,STEEL (BOILERS),0.412
599,India,19,West Bengal,2013,RAW COAL,TEXTILES & RAYONS,0.005
600,India,19,West Bengal,2013,WASHED COAL,METALLURGICAL USE- COKERIES,0.513
601,India,19,West Bengal,2013,WASHED COAL,POWER (UTILITY),0.287
602,India,19,West Bengal,2014,MIDDLINGS,METALLURGICAL USE- COKERIES,0.001
603,India,19,West Bengal,2014,MIDDLINGS,POWER (CAPTIVE),0.629
604,India,19,West Bengal,2014,MIDDLINGS,POWER (UTILITY),0.135
605,India,19,West Bengal,2014,MIDDLINGS,SPONGE IRON,0.026
606,India,19,West Bengal,2014,RAW COAL,BRICKS,0.017
607,India,19,West Bengal,2014,RAW COAL,CEMENT,0.024
608,India,19,West Bengal,2014,RAW COAL,CHEMICAL,0.02
609,India,19,West Bengal,2014,RAW COAL,METALLURGICAL USE- COKERIES,0.02
610,India,19,West Bengal,2014,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.045
611,India,19,West Bengal,2014,RAW COAL,OTHER,3.036
612,India,19,West Bengal,2014,RAW COAL,POWER (CAPTIVE),4.446
613,India,19,West Bengal,2014,RAW COAL,POWER (UTILITY),36.508
614,India,19,West Bengal,2014,RAW COAL,PULP & PAPER,0.071
615,India,19,West Bengal,2014,RAW COAL,SPONGE IRON,1.186
616,India,19,West Bengal,2014,RAW COAL,STEEL (BOILERS),0.347
617,India,19,West Bengal,2014,RAW COAL,TEXTILES & RAYONS,0.003
618,India,19,West Bengal,2014,WASHED COAL,METALLURGICAL USE- COKERIES,0.751
619,India,19,West Bengal,2014,WASHED COAL,POWER (UTILITY),0.004
620,India,19,West Bengal,2015,MIDDLINGS,POWER (CAPTIVE),0.552
621,India,19,West Bengal,2015,MIDDLINGS,POWER (UTILITY),0.305
622,India,19,West Bengal,2015,MIDDLINGS,SPONGE IRON,0.064
623,India,19,West Bengal,2015,RAW COAL,BRICKS,0.029
624,India,19,West Bengal,2015,RAW COAL,CEMENT,0.018
625,India,19,West Bengal,2015,RAW COAL,CHEMICAL,0.015
626,India,19,West Bengal,2015,RAW COAL,METALLURGICAL USE- COKERIES,0.02
627,India,19,West Bengal,2015,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.108
628,India,19,West Bengal,2015,RAW COAL,OTHER,2.049
629,India,19,West Bengal,2015,RAW COAL,POWER (CAPTIVE),7.27
630,India,19,West Bengal,2015,RAW COAL,POWER (UTILITY),40.789
631,India,19,West Bengal,2015,RAW COAL,PULP & PAPER,0.057
632,India,19,West Bengal,2015,RAW COAL,SPONGE IRON,1.35
633,India,19,West Bengal,2015,RAW COAL,STEEL (BOILERS),0.368
634,India,19,West Bengal,2015,RAW COAL,TEXTILES & RAYONS,0.003
635,India,19,West Bengal,2015,WASHED COAL,METALLURGICAL USE- COKERIES,0.41
636,India,19,West Bengal,2015,WASHED COAL,POWER (UTILITY),0.098
637,India,19,West Bengal,2016,MIDDLINGS,OTHER,0.008
638,India,19,West Bengal,2016,MIDDLINGS,POWER (CAPTIVE),0.253
639,India,19,West Bengal,2016,MIDDLINGS,POWER (UTILITY),0.628
640,India,19,West Bengal,2016,MIDDLINGS,STEEL (BOILERS),0.324
641,India,19,West Bengal,2016,RAW COAL,BRICKS,0.01
642,India,19,West Bengal,2016,RAW COAL,CEMENT,0.007
643,India,19,West Bengal,2016,RAW COAL,COLLIERY OWN - CONSUMPTION,0.219
644,India,19,West Bengal,2016,RAW COAL,METALLURGICAL USE- COKERIES,0.023
645,India,19,West Bengal,2016,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.039
646,India,19,West Bengal,2016,RAW COAL,OTHER,1.963
647,India,19,West Bengal,2016,RAW COAL,POWER (CAPTIVE),0.228
648,India,19,West Bengal,2016,RAW COAL,POWER (UTILITY),43.593
649,India,19,West Bengal,2016,RAW COAL,PULP & PAPER,0.073
650,India,19,West Bengal,2016,RAW COAL,SPONGE IRON,0.63
651,India,19,West Bengal,2016,RAW COAL,STEEL (BOILERS),0.249
652,India,19,West Bengal,2016,RAW COAL,TEXTILES & RAYONS,0.003
653,India,19,West Bengal,2016,WASHED COAL,METALLURGICAL USE- COKERIES,1.231
654,India,19,West Bengal,2016,WASHED COAL,POWER (UTILITY),0.495
655,India,19,West Bengal,2017,MIDDLINGS,POWER (CAPTIVE),0.672
656,India,19,West Bengal,2017,MIDDLINGS,POWER (UTILITY),0.382
657,India,19,West Bengal,2017,RAW COAL,BRICKS,0.012
658,India,19,West Bengal,2017,RAW COAL,CEMENT,0.002
659,India,19,West Bengal,2017,RAW COAL,CHEMICAL,0.004
660,India,19,West Bengal,2017,RAW COAL,COLLIERY OWN - CONSUMPTION,0.204
661,India,19,West Bengal,2017,RAW COAL,METALLURGICAL USE- COKERIES,0.02
662,India,19,West Bengal,2017,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.091
663,India,19,West Bengal,2017,RAW COAL,OTHER,2.176
664,India,19,West Bengal,2017,RAW COAL,POWER (CAPTIVE),0.117
665,India,19,West Bengal,2017,RAW COAL,POWER (UTILITY),47.445
666,India,19,West Bengal,2017,RAW COAL,PULP & PAPER,0.014
667,India,19,West Bengal,2017,RAW COAL,SPONGE IRON,0.469
668,India,19,West Bengal,2017,RAW COAL,STEEL (BOILERS),0.056
669,India,19,West Bengal,2017,RAW COAL,TEXTILES & RAYONS,0.004
670,India,19,West Bengal,2017,WASHED COAL,METALLURGICAL USE- COKERIES,0.741
671,India,19,West Bengal,2017,WASHED COAL,METALLURGICAL USE- DIRECT FEED,0.118
672,India,19,West Bengal,2017,WASHED COAL,POWER (UTILITY),0.744
673,India,19,West Bengal,2018,MIDDLINGS,POWER (CAPTIVE),0.266
674,India,19,West Bengal,2018,MIDDLINGS,POWER (UTILITY),0.108
675,India,19,West Bengal,2018,MIDDLINGS,STEEL (BOILERS),0.235
676,India,19,West Bengal,2018,RAW COAL,BRICKS,0.01
677,India,19,West Bengal,2018,RAW COAL,CEMENT,0.003
678,India,19,West Bengal,2018,RAW COAL,CHEMICAL,0.003
679,India,19,West Bengal,2018,RAW COAL,COLLIERY OWN - CONSUMPTION,0.191
680,India,19,West Bengal,2018,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.002
681,India,19,West Bengal,2018,RAW COAL,OTHER,2.574
682,India,19,West Bengal,2018,RAW COAL,POWER (CAPTIVE),0.189
683,India,19,West Bengal,2018,RAW COAL,POWER (UTILITY),44.478
684,India,19,West Bengal,2018,RAW COAL,PULP & PAPER,0.038
685,India,19,West Bengal,2018,RAW COAL,SPONGE IRON,0.485
686,India,19,West Bengal,2018,RAW COAL,TEXTILES & RAYONS,0.003
687,India,19,West Bengal,2018,WASHED COAL,METALLURGICAL USE- COKERIES,0.647
688,India,19,West Bengal,2018,WASHED COAL,METALLURGICAL USE- DIRECT FEED,0.102
689,India,19,West Bengal,2018,WASHED COAL,POWER (UTILITY),0.889
690,India,19,West Bengal,2019,MIDDLINGS,OTHER,0.141
691,India,19,West Bengal,2019,MIDDLINGS,POWER (CAPTIVE),0.197
692,India,19,West Bengal,2019,MIDDLINGS,POWER (UTILITY),0.014
693,India,19,West Bengal,2019,MIDDLINGS,STEEL (BOILERS),0.17
694,India,19,West Bengal,2019,RAW COAL,BRICKS,0.012
695,India,19,West Bengal,2019,RAW COAL,CEMENT,0.003
696,India,19,West Bengal,2019,RAW COAL,CHEMICAL,0.002
697,India,19,West Bengal,2019,RAW COAL,COLLIERY OWN - CONSUMPTION,0.184
698,India,19,West Bengal,2019,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.299
699,India,19,West Bengal,2019,RAW COAL,OTHER,2.023
700,India,19,West Bengal,2019,RAW COAL,POWER (CAPTIVE),0.446
701,India,19,West Bengal,2019,RAW COAL,POWER (UTILITY),49.133
702,India,19,West Bengal,2019,RAW COAL,PULP & PAPER,0.033
703,India,19,West Bengal,2019,RAW COAL,SPONGE IRON,0.773
704,India,19,West Bengal,2019,RAW COAL,TEXTILES & RAYONS,0.002
705,India,19,West Bengal,2019,WASHED COAL,METALLURGICAL USE- COKERIES,0.614
706,India,19,West Bengal,2019,WASHED COAL,OTHER,0.084
707,India,19,West Bengal,2019,WASHED COAL,POWER (UTILITY),0.896
708,India,19,West Bengal,2020,MIDDLINGS,POWER (CAPTIVE),0.604
709,India,19,West Bengal,2020,RAW COAL,COLLIERY OWN - CONSUMPTION,0.18
710,India,19,West Bengal,2020,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.221
711,India,19,West Bengal,2020,RAW COAL,OTHER,1.75
712,India,19,West Bengal,2020,RAW COAL,POWER (CAPTIVE),49.044
713,India,19,West Bengal,2020,RAW COAL,PULP & PAPER,0.014
714,India,19,West Bengal,2020,RAW COAL,SPONGE IRON,0.64
715,India,19,West Bengal,2020,WASHED COAL,COKERIES,0.547
716,India,19,West Bengal,2020,WASHED COAL,METALLURGICAL USE- DIRECT FEED,0.169
717,India,19,West Bengal,2020,WASHED COAL,POWER (CAPTIVE),1.029
718,India,20,Jharkhand,2011,MIDDLINGS,METALLURGICAL USE- COKERIES,0.543
719,India,20,Jharkhand,2011,MIDDLINGS,OTHER,0.118
720,India,20,Jharkhand,2011,MIDDLINGS,POWER (CAPTIVE),0.11
721,India,20,Jharkhand,2011,MIDDLINGS,POWER (UTILITY),2.057
722,India,20,Jharkhand,2011,RAW COAL,BRICKS,0.159
723,India,20,Jharkhand,2011,RAW COAL,CEMENT,0.075
724,India,20,Jharkhand,2011,RAW COAL,CHEMICAL,0.024
725,India,20,Jharkhand,2011,RAW COAL,COLLIERY OWN - CONSUMPTION,0.044
726,India,20,Jharkhand,2011,RAW COAL,FERTILISERS,0.16
727,India,20,Jharkhand,2011,RAW COAL,METALLURGICAL USE- COKERIES,1.2
728,India,20,Jharkhand,2011,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.445
729,India,20,Jharkhand,2011,RAW COAL,OTHER,4.384
730,India,20,Jharkhand,2011,RAW COAL,POWER (CAPTIVE),1.495
731,India,20,Jharkhand,2011,RAW COAL,POWER (UTILITY),14.456
732,India,20,Jharkhand,2011,RAW COAL,SPONGE IRON,1.697
733,India,20,Jharkhand,2011,WASHED COAL,METALLURGICAL USE- COKERIES,3.041
734,India,20,Jharkhand,2011,WASHED COAL,POWER (CAPTIVE),0.03
735,India,20,Jharkhand,2011,WASHED COAL,POWER (UTILITY),0.837
736,India,20,Jharkhand,2012,MIDDLINGS,POWER (CAPTIVE),3.043
737,India,20,Jharkhand,2012,MIDDLINGS,STEEL (BOILERS),0.011
738,India,20,Jharkhand,2012,RAW COAL,BRICKS,0.059
739,India,20,Jharkhand,2012,RAW COAL,CEMENT,0.108
740,India,20,Jharkhand,2012,RAW COAL,CHEMICAL,0.005
741,India,20,Jharkhand,2012,RAW COAL,COLLIERY OWN - CONSUMPTION,0.02
742,India,20,Jharkhand,2012,RAW COAL,FERTILISERS,0.035
743,India,20,Jharkhand,2012,RAW COAL,METALLURGICAL USE- COKERIES,0.023
744,India,20,Jharkhand,2012,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.221
745,India,20,Jharkhand,2012,RAW COAL,OTHER,6.4
746,India,20,Jharkhand,2012,RAW COAL,POWER (CAPTIVE),1.271
747,India,20,Jharkhand,2012,RAW COAL,POWER (UTILITY),8.569
748,India,20,Jharkhand,2012,RAW COAL,SPONGE IRON,1.312
749,India,20,Jharkhand,2012,WASHED COAL,METALLURGICAL USE- COKERIES,2.556
750,India,20,Jharkhand,2012,WASHED COAL,POWER (CAPTIVE),1.134
751,India,20,Jharkhand,2012,WASHED COAL,POWER (UTILITY),1.658
752,India,20,Jharkhand,2013,MIDDLINGS,POWER (CAPTIVE),1.244
753,India,20,Jharkhand,2013,MIDDLINGS,POWER (UTILITY),2.49
754,India,20,Jharkhand,2013,RAW COAL,BRICKS,0.008
755,India,20,Jharkhand,2013,RAW COAL,CEMENT,0.106
756,India,20,Jharkhand,2013,RAW COAL,CHEMICAL,0.005
757,India,20,Jharkhand,2013,RAW COAL,COLLIERY OWN - CONSUMPTION,0.013
